ID,SMILES,Manifold_X,Manifold_Y,Bioactivity_Score,LogP,TPSA,MolWt,Dipole_Proxy,Max_Partial_Charge,Balaban_J,Bertz_CT,cluster_dbscan,region_id,region_type,cx,cy,degree,deg_norm,cent_score,rep_score,is_high_activity_global_q75,local_sensitivity,neighbor_cliff_mean,neighbor_cliff_max,neighbor_count,activity_minmax,paper_region,is_high_activity,is_high_local_sensitivity,quadrant_type
12,COc1ncc2ncn(C)c2n1,-9.784815,2.3471205,6.100262351,0.3719,52.83,164.0698109,0.784423694,0.317690131,2.713681303,408.6986225,2,2,normal,-10.67025554347826,1.3251711124347825,6.0,0.1249999999999843,0.8820032855315311,0.5461114796994302,True,0.15150263071414657,0.11168883356907289,0.2444014907193185,6,0.6100262350999389,R₃,True,False,高活性-低敏感
13,CC(=O)NCC(C)c1ccccc1,11.982997,2.0122569,3.39023531,1.9262,29.1,177.1153641,0.572135489,0.216392449,2.488689449,268.6785848,0,0,hotspot,7.099879520207254,5.635156638341969,6.0,0.1249999999999843,0.047573437978209,0.1873814437934444,False,0.22112508091681427,0.16621452127124273,0.3492497200898144,6,0.33902353099996607,R₁,False,False,普通活性-低敏感
14,C#Cc1ccc(CN)cc1,7.2429643,6.2013016,3.747389311,1.1266,26.02,131.0734993,0.350726776,0.024229281,2.930275615,240.4259307,0,0,hotspot,7.099879520207254,5.635156638341969,7.0,0.2499999999999687,0.9570861471201036,0.5120214165760067,False,0.15321956188220287,0.11379371218062095,0.245213211185894,7,0.37473893109996254,R₁,False,False,普通活性-低敏感
15,C#CC(N)c1ccccc1,11.405125,3.5123036,6.219315557,1.3196,26.02,131.0734993,0.405763317,0.091774791,2.875859694,232.6552209,0,0,hotspot,7.099879520207254,5.635156638341969,5.0,0.0,0.2594055771662757,0.3265942954298578,True,0.26896926453896347,0.22880593766446164,0.3626836939128011,5,0.6219315556999377,R₁,True,False,高活性-低敏感
16,CC(C)c1ccc(O)cc1,6.0164003,8.29721,7.04303363,2.5156,20.23,136.088815,0.623061831,0.115095189,2.893762784,198.4731805,0,0,hotspot,7.099879520207254,5.635156638341969,7.0,0.2499999999999687,0.578122430790474,0.5301580744371046,True,0.2077736313269641,0.1849120271706187,0.2611173743584368,7,0.7043033629999296,R₁,True,False,高活性-低敏感
17,COc1ccccc1,6.829152,7.559919,5.838750569,1.6952,9.23,108.0575149,0.615126284,0.118357715,2.832085835,145.7328145,0,0,hotspot,7.099879520207254,5.635156638341969,6.0,0.1249999999999843,0.7320792287168733,0.4906737913750339,True,0.1959746139073708,0.12415819280858474,0.36354626313787164,6,0.5838750568999416,R₁,True,False,高活性-低敏感
18,CC(C)c1cccc(CO)c1,6.5593686,8.466415,2.469854016,2.3023,20.23,150.1044651,0.459827264,0.068146972,2.913441904,228.0693159,0,0,hotspot,7.099879520207254,5.635156638341969,6.0,0.1249999999999843,0.5767506607882037,0.3093193588764465,False,0.3670107337566294,0.3277132377288073,0.45870489115488094,6,0.2469854015999753,R₁,False,True,普通活性-高敏感
19,O=C(O)C(C(=O)O)c1ccccc1,10.744602,3.8996508,2.869477425,0.9394,74.6,180.0422587,0.802303946,0.321953965,3.029904442,303.6464035,0,0,hotspot,7.099879520207254,5.635156638341969,13.0,0.999999999999875,0.3857198893118596,0.5304950637935089,False,0.29817243178690755,0.2264549978680792,0.46551311093084047,13,0.2869477424999713,R₁,False,True,普通活性-高敏感
20,O=C(O)C(Cl)c1ccccc1,10.746048,3.887995,6.758805223,2.0511,37.3,170.0134571,0.805590223,0.325698341,2.85117789,245.5287877,0,0,hotspot,7.099879520207254,5.635156638341969,6.0,0.1249999999999843,0.3846726444567151,0.4232540022569828,True,0.29199934726111165,0.23626826692115946,0.42203853472100006,6,0.6758805222999325,R₁,True,True,高活性-高敏感
21,CC(C)c1cccc(F)c1,6.7590427,8.616783,8.217643063,2.9491,0.0,138.0844786,0.329993709,0.122992224,2.955063749,215.7231805,0,0,hotspot,7.099879520207254,5.635156638341969,9.0,0.4999999999999375,0.557116467935499,0.6458406629005982,True,0.2668491630907662,0.23448067705065812,0.342375630517685,9,0.8217643062999179,R₁,True,False,高活性-低敏感
22,Cn1c(F)nc2cncnc21,-11.934031,0.09140133,4.17587621,0.5024,43.6,152.0498244,0.578528352,0.29073175,2.924165617,394.3816552,2,2,normal,-10.67025554347826,1.3251711124347825,9.0,0.4999999999999375,0.2158091672551852,0.3817777985765201,False,0.24784444599490313,0.1563545276430831,0.46132092214914977,9,0.4175876209999583,R₃,False,False,普通活性-低敏感
23,CC(=O)Nc1cccc(O)c1,8.394031,6.898211,5.940680336,1.3506,49.33,151.0633285,0.728635646,0.22074951,2.790931451,270.5494976,0,0,hotspot,7.099879520207254,5.635156638341969,5.0,0.0,0.7544775226102628,0.463970470223055,True,0.1547161282116193,0.1430921729400719,0.18183869051189663,5,0.5940680335999405,R₁,True,False,高活性-低敏感
24,CCc1ccc(O)cc1,6.6328626,6.2904325,5.544471526,1.9546,20.23,122.0731649,0.623061483,0.115094837,2.881555878,176.264053,0,0,hotspot,7.099879520207254,5.635156638341969,6.0,0.1249999999999843,0.92056212783985,0.535447499391928,False,0.16924915252178907,0.13627592409485867,0.24618668551796002,6,0.5544471525999445,R₁,False,False,普通活性-低敏感
25,CCN1CCNC(CO)C1,21.748852,6.5307016,0.0,-0.7276,35.5,144.1262631,0.454373407,0.059669532,2.246450051,87.60689651,4,4,normal,21.6607071,6.436665240000001,5.0,0.0,8.257505790254527e-12,2.477251737076358e-12,False,0.2582979679663231,0.20667082546515445,0.37876130046905,5,0.0,R₅,False,False,普通活性-低敏感
26,CC(=O)NC(C(=O)O)c1ccccc1,10.578253,3.9701898,5.543261367,0.9484,66.4,193.0738932,0.809868613,0.330410813,2.889591545,334.4801644,0,0,hotspot,7.099879520207254,5.635156638341969,5.0,0.0,0.4155896845425038,0.346407360042729,False,0.18099288190871388,0.14751882854239687,0.25909900643012024,5,0.5543261366999446,R₁,False,False,普通活性-低敏感
27,Oc1ccccc1Cl,4.3659825,5.0870485,4.68813276,2.0456,20.23,128.0028925,0.640062244,0.133666613,3.134861511,164.6383389,0,0,hotspot,7.099879520207254,5.635156638341969,6.0,0.1249999999999843,0.5923203740020264,0.4027214226005845,False,0.08197349578719507,0.06293921157724168,0.12638682561041964,6,0.46881327599995315,R₁,False,False,普通活性-低敏感
28,C=Cc1ncc2ncn(C)c2n1,-9.838484,2.4004822,5.633755141,1.0063,43.6,160.0748963,0.481438456,0.163111791,2.79284632,429.5505228,2,2,normal,-10.67025554347826,1.3251711124347825,5.0,0.0,0.8702811414411531,0.4864345480723234,False,0.1268321322450934,0.10041999815481768,0.18846044512240342,5,0.5633755140999437,R₃,False,False,普通活性-低敏感
29,COc1cccc(CN)c1,7.6513424,6.1069674,4.953814713,1.1539,35.25,137.084064,0.615439237,0.118682148,2.871145729,190.9174942,0,0,hotspot,7.099879520207254,5.635156638341969,5.0,0.0,0.933620751963106,0.4782388141089119,False,0.2860420943156191,0.24703062795929503,0.3770688491470418,5,0.49538147129995047,R₁,False,True,普通活性-高敏感
30,CCc1ccccc1CN,4.2554255,4.080542,4.273086187,1.7077,26.02,135.1047994,0.344523762,0.018035401,2.964000094,182.6381692,0,0,hotspot,7.099879520207254,5.635156638341969,8.0,0.3749999999999531,0.5173161797281354,0.4386183013984094,False,0.14036821904381216,0.10329663573010872,0.22686858010912017,8,0.42730861869995723,R₁,False,False,普通活性-低敏感
31,C=CC1CCOC1,3.0885892,-8.162445,3.462086743,1.2089,9.23,98.07316494,0.433719751,0.052904372,2.261812525,62.58027135,5,5,normal,3.8675915027777776,-9.008300347222225,5.0,0.0,0.3407929613902702,0.2407213581370672,False,0.1120760118994899,0.10198271625148592,0.13562703507816587,5,0.3462086742999654,R₆,False,False,普通活性-低敏感
32,COc1ccc(O)cc1,6.7155747,7.372627,5.150112625,1.4008,29.46,124.0524295,0.626591081,0.118628846,2.881555878,178.6125685,0,0,hotspot,7.099879520207254,5.635156638341969,5.0,0.0,0.7592575898711282,0.4337817819613179,False,0.19964298401685998,0.13495368700715063,0.35058467703951507,5,0.5150112624999486,R₁,False,False,普通活性-低敏感
33,Nc1ccccc1,6.9070616,7.660172,3.970139821,1.2688,26.02,93.05784922,0.430076422,0.031347593,3.02146531,134.1073697,0,0,hotspot,7.099879520207254,5.635156638341969,5.0,0.0,0.7171093824539756,0.3739384075761768,False,0.24210222201700987,0.20375084294922702,0.3315887731751699,5,0.3970139820999603,R₁,False,False,普通活性-低敏感
34,BrC1CCCCC1,3.9879081,-8.786489,5.064790097,2.714,0.0,162.0044125,0.103606897,0.014537919,2.12291795,46.14170945,5,5,normal,3.8675915027777776,-9.008300347222225,8.0,0.3749999999999531,0.903053631212736,0.5860076932437865,False,0.10233710081315334,0.08717738262279986,0.1377097765906448,8,0.5064790096999494,R₆,False,False,普通活性-低敏感
35,Oc1ccc(O)cc1,6.4932146,7.2312937,6.917915167,1.0978,40.46,110.0367794,0.623308188,0.115345951,3.032455532,145.3883389,0,0,hotspot,7.099879520207254,5.635156638341969,9.0,0.4999999999999375,0.7711591434012603,0.6580643497003318,True,0.32185820335341153,0.254645498808136,0.4786878472923879,9,0.6917915166999309,R₁,True,True,高活性-高敏感
36,NCc1ccccc1Cl,4.1547194,4.13301,5.751322141,1.7987,26.02,141.0345269,0.371488303,0.045036653,3.006524007,197.8625685,0,0,hotspot,7.099879520207254,5.635156638341969,7.0,0.2499999999999687,0.5066343930835373,0.4570432035650288,False,0.1832936684273912,0.13454802446319958,0.29703350434383835,7,0.5751322140999425,R₁,False,False,普通活性-低敏感
37,CCN1CCNCC1F,23.145594,12.015939,3.974664579,0.2071,15.27,132.1062766,0.477007754,0.165719724,2.297255884,87.12704562,6,6,normal,23.1524854,12.0101643,9.0,0.4999999999999375,1.0,0.6089865831599653,False,0.22606882935655165,0.16107411561445398,0.37772316142144613,9,0.39746645789996027,R₇,False,False,普通活性-低敏感
38,NCc1cccc(Cl)c1,7.7311497,6.1847053,7.603928484,1.7987,26.02,141.0345269,0.367368256,0.040871599,2.936866102,197.8625685,0,0,hotspot,7.099879520207254,5.635156638341969,7.0,0.2499999999999687,0.915218303292999,0.6537226303478598,True,0.4985964594902734,0.41234681577360355,0.6998456281625031,7,0.7603928483999239,R₁,True,True,高活性-高敏感
39,C=Cc1nc2cncnc2n1C,-11.907297,0.040655483,6.855341395,1.0063,43.6,160.0748963,0.475140418,0.162893247,2.868150205,429.5505228,2,2,normal,-10.67025554347826,1.3251711124347825,5.0,0.0,0.1881825797157963,0.3306684297147115,True,0.26889955969466117,0.2495220969598951,0.31411363940911524,5,0.6855341394999315,R₃,True,False,高活性-低敏感
40,C=Cc1cccc(O)c1,6.9048595,7.4540553,6.179249276,2.0352,20.23,120.0575149,0.623617268,0.115672991,3.070760682,215.5625496,0,0,hotspot,7.099879520207254,5.635156638341969,6.0,0.1249999999999843,0.7510071108252052,0.5099721042875321,True,0.15942690459214676,0.12119519059828333,0.2486342372444947,6,0.6179249275999382,R₁,True,False,高活性-低敏感
41,O=C(O)Cc1cccc(Cl)c1,7.0027804,5.032602,3.860565566,1.9671,37.3,170.0134571,0.788301825,0.307315657,2.790931451,270.5494976,0,0,hotspot,7.099879520207254,5.635156638341969,6.0,0.1249999999999843,0.952720634708628,0.4777388130525682,False,0.09217888994730557,0.07816426776890292,0.12487967503024508,6,0.3860565565999614,R₁,False,False,普通活性-低敏感
42,Oc1ccccc1,6.7848706,7.00812,2.528112479,1.3922,20.23,94.04186481,0.623041814,0.115074819,3.02146531,134.1073697,0,0,hotspot,7.099879520207254,5.635156638341969,5.0,0.0,0.8206202687971897,0.3473105797991468,False,0.29404104248484675,0.21490669756732905,0.4786878472923879,5,0.2528112478999747,R₁,False,True,普通活性-高敏感
43,C#Cc1cccc(CN)c1,7.472165,6.469558,5.235499927,1.1266,26.02,131.0734993,0.35102764,0.024530844,3.012676362,257.6759307,0,0,hotspot,7.099879520207254,5.635156638341969,6.0,0.1249999999999843,0.9025224228431225,0.5176767239329111,False,0.2697563532024184,0.21247813778449917,0.4034055225108967,6,0.5235499926999476,R₁,False,False,普通活性-低敏感
44,CC(C)c1ccccc1F,2.6772816,4.7837553,3.521570279,2.9491,0.0,138.0844786,0.332850576,0.126155218,3.031327899,215.7231805,0,0,hotspot,7.099879520207254,5.635156638341969,6.0,0.1249999999999843,0.3084468827101787,0.2708968759730348,False,0.2685339821423261,0.15293668578778588,0.5382610069695866,6,0.3521570278999648,R₁,False,False,普通活性-低敏感
45,Nc1ccccc1CC(=O)O,4.6082764,4.252246,2.152219008,0.8959,63.32,151.0633285,0.78838075,0.307395535,2.857454154,270.5494976,0,0,hotspot,7.099879520207254,5.635156638341969,8.0,0.3749999999999531,0.582167766281744,0.3732390902045005,False,0.3543060628167106,0.2837801100452503,0.5188666192834515,8,0.21522190079997847,R₁,False,True,普通活性-高敏感
46,Cn1cnc2c(CO)ncnc21,-4.705377,5.3615856,3.919588802,-0.1444,63.83,164.0698109,0.552773067,0.162800302,2.808944184,408.6986225,7,7,normal,-4.63897532,5.42452347,5.0,0.0,0.2406596371616758,0.228981443228487,False,0.19804379438765965,0.1519108431589959,0.3056873472545417,5,0.3919588801999608,R₈,False,False,普通活性-低敏感
47,CC(C)c1ccc(Br)cc1,5.9800124,8.349743,4.375651302,3.5725,0.0,198.0044125,0.076177764,0.01749551,2.893762784,198.4731805,0,0,hotspot,7.099879520207254,5.635156638341969,7.0,0.2499999999999687,0.5677955221858781,0.4203647087357365,False,0.2333424575145029,0.1472488443272218,0.43422755495149207,7,0.4375651301999562,R₁,False,False,普通活性-低敏感
48,OCc1ccc(O)cc1,6.778664,6.410524,4.558144803,0.8845,40.46,124.0524295,0.62306436,0.115097739,2.881555878,178.6125685,0,0,hotspot,7.099879520207254,5.635156638341969,6.0,0.1249999999999843,0.9148364417791996,0.4942767246537369,False,0.16237318351886254,0.13116616127899752,0.23518956874521416,6,0.4558144802999544,R₁,False,False,普通活性-低敏感
49,NCc1ccc(F)cc1,7.3249354,6.064409,6.898242377,1.2844,26.02,125.0640775,0.44922634,0.122728862,2.881555878,180.6125685,0,0,hotspot,7.099879520207254,5.635156638341969,6.0,0.1249999999999843,0.973513457659801,0.605483732377908,True,0.29972436110399897,0.22060754095935942,0.4843302747748245,6,0.689824237699931,R₁,True,True,高活性-高敏感
50,CC(CO)c1ccccc1,12.008546,2.1187146,3.095879083,1.7824,20.23,136.088815,0.445408967,0.049657123,2.746978189,181.1795714,0,0,hotspot,7.099879520207254,5.635156638341969,13.0,0.999999999999875,0.0545355233913243,0.4401958203373474,False,0.3787219572819346,0.3087623046605404,0.5419611467318544,13,0.309587908299969,R₁,False,True,普通活性-高敏感
51,C=Cc1ccccc1C(C)C,2.8699594,4.5734234,10.0,3.453,0.0,146.1095504,0.077170532,-0.021289301,3.117407287,245.9701524,0,0,hotspot,7.099879520207254,5.635156638341969,5.0,0.0,0.3320551132477719,0.4996165339742915,True,0.5458903959763138,0.527737977554724,0.5882460389600236,5,0.9999999999999,R₁,True,True,高活性-高敏感
52,NS(=O)(=O)CCN1CCNCC1,20.730068,17.566195,1.680560512,-1.8199,75.43,193.0884977,0.524027261,0.209840632,2.219614632,220.947697,8,8,normal,20.67180307692308,17.507734923076924,5.0,0.0,0.7193630266377803,0.2830313284713274,False,0.2188825554102211,0.17084015093553911,0.33098149918447906,5,0.16805605119998318,R₉,False,False,普通活性-低敏感
53,CC(C)(CO)c1ccccc1,2.9410844,11.116798,4.098616465,1.9565,20.23,150.1044651,0.447681082,0.052209804,2.928444531,213.5742034,1,1,hotspot,2.99682739,11.0612441,5.0,0.0,0.6216876855786342,0.3504509642735739,False,0.16817344220197725,0.1289460809667755,0.25970395175078126,5,0.40986164649995904,R₂,False,False,普通活性-低敏感
54,Cn1cnc2c(N)ncnc21,-4.646862,5.4156184,1.352748697,-0.0545,69.62,149.0701452,0.546375333,0.164644163,2.941490232,390.7720147,7,7,normal,-4.63897532,5.42452347,8.0,0.3749999999999531,0.9297091060161808,0.4455226796848348,False,0.48746832230767684,0.4288429810785096,0.6242607851757338,8,0.13527486969998648,R₈,False,True,普通活性-高敏感
55,O=C(O)Cc1ccccc1F,4.788653,4.4204926,7.306877373,1.4528,37.3,154.0430077,0.788410488,0.307425606,2.857454154,270.5494976,0,0,hotspot,7.099879520207254,5.635156638341969,8.0,0.3749999999999531,0.6216636518272742,0.591274190468139,True,0.4030269948112295,0.3533814414659915,0.5188666192834515,8,0.7306877372999269,R₁,True,True,高活性-高敏感
56,CC(C)c1ccccc1CO,2.8187778,4.6835027,2.470332215,2.3023,20.23,150.1044651,0.460082738,0.068413014,3.020725786,228.0693159,0,0,hotspot,7.099879520207254,5.635156638341969,5.0,0.0,0.3280070162104207,0.1972153934631163,False,0.33986877203194843,0.2836650751625003,0.471010731393994,5,0.24703322149997528,R₁,False,True,普通活性-高敏感
57,CC(C)c1ccccc1N,2.7642188,4.740675,2.920125678,2.3922,26.02,135.1047994,0.433366198,0.034868939,3.031327899,215.7231805,0,0,hotspot,7.099879520207254,5.635156638341969,8.0,0.3749999999999531,0.3211613415848079,0.3256534295954166,False,0.3140502923506662,0.19653782951808446,0.5882460389600236,8,0.29201256779997076,R₁,False,True,普通活性-高敏感
58,CC(=O)Nc1ncc2ncn(C)c2n1,-9.659299,2.3987794,4.646108455,0.3217,72.7,191.0807099,0.549275507,0.230995893,2.489064859,489.4373377,2,2,normal,-10.67025554347826,1.3251711124347825,5.0,0.0,0.6848754629805612,0.3913069770941498,False,0.22497217375841894,0.17718969458951522,0.3364646251525276,5,0.4646108454999536,R₃,False,False,普通活性-低敏感
59,NCc1ccc(Br)cc1,7.2165027,5.9819565,2.570525704,1.9078,26.02,184.9840114,0.344259574,0.017762078,2.881555878,180.6125685,0,0,hotspot,7.099879520207254,5.635156638341969,8.0,0.3749999999999531,0.9931700566737482,0.5132720451621001,False,0.2949493985432323,0.2397510456185688,0.4237455553674471,8,0.2570525703999743,R₁,False,True,普通活性-高敏感
60,ClCn1cnc2cncnc21,-7.491248,-3.306687,4.179711557,1.0226,43.6,168.0202738,0.464437336,0.163726017,2.760004898,369.3747187,3,3,hotspot,-7.51545176,-3.28439073,8.0,0.3749999999999531,0.7629141992194833,0.5085627220458142,False,0.24686275435347593,0.18780561508293864,0.3846627459847296,8,0.4179711556999582,R₄,False,False,普通活性-低敏感
61,Cn1cnc2c(Br)ncnc21,-4.5544415,5.5086894,5.20091694,1.1258,43.6,211.9697583,0.481937441,0.163627057,2.941490232,394.3816552,7,7,normal,-4.63897532,5.42452347,8.0,0.3749999999999531,8.657075056817119e-12,0.3205366776025623,False,0.20875149028257506,0.11324515188062056,0.43159961322046886,8,0.520091693999948,R₈,False,False,普通活性-低敏感
62,CC(Br)N1CCNCC1,23.10016,20.859938,4.386349844,0.6325,15.27,192.0262105,0.376922989,0.062737734,2.228362115,79.12704562,9,9,normal,23.0833094,20.8197261,9.0,0.4999999999999375,0.8309497783076656,0.5747389272522634,False,0.1660316198910199,0.11574159784600321,0.2833750046627254,9,0.43863498439995613,R₁₀,False,False,普通活性-低敏感
63,O=C(O)C(Br)c1ccccc1,10.724701,3.8303757,7.083768157,2.2072,37.3,213.9629416,0.801495216,0.321337574,2.85117789,245.5287877,0,0,hotspot,7.099879520207254,5.635156638341969,11.0,0.7499999999999063,0.3836615520334365,0.6234491918899745,True,0.301844954244353,0.22868794082190053,0.47254465223007536,11,0.7083768156999292,R₁,True,True,高活性-高敏感
64,C=Cc1ccccc1O,4.0114603,4.4753876,3.396343677,2.0352,20.23,120.0575149,0.62960737,0.122272448,3.14797913,215.5625496,0,0,hotspot,7.099879520207254,5.635156638341969,5.0,0.0,0.5078122437321813,0.2881974201996408,False,0.37165888542258096,0.28675121470527365,0.5697767837629646,5,0.339634367699966,R₁,False,True,普通活性-高敏感
65,COc1ccc(CC(=O)O)cc1,6.569259,5.1556697,4.444907192,1.3223,46.53,166.0629942,0.804083011,0.307314796,2.709147824,263.6070663,0,0,hotspot,7.099879520207254,5.635156638341969,7.0,0.2499999999999687,0.9353721567952752,0.5334079347185554,False,0.22723205574288724,0.17871444342528645,0.34043981781728905,7,0.44449071919995553,R₁,False,False,普通活性-低敏感
66,OCc1ccc2ccccc2c1,7.7618713,7.88792,8.132593737,2.3321,20.23,158.0731649,0.45983885,0.06815876,2.673996463,392.881175,0,0,hotspot,7.099879520207254,5.635156638341969,6.0,0.1249999999999843,0.6651765207985463,0.5623567057195268,True,0.30656939963960983,0.24136847470449355,0.45870489115488094,6,0.8132593736999187,R₁,True,True,高活性-高敏感
67,CC(C)c1ccc(N)cc1,5.9226165,8.422826,8.599205097,2.3922,26.02,135.1047994,0.430096505,0.031367945,2.893762784,198.4731805,0,0,hotspot,7.099879520207254,5.635156638341969,9.0,0.4999999999999375,0.5529766905335991,0.6598612110400266,True,0.3523388450072965,0.31724368360264127,0.43422755495149207,9,0.8599205096999141,R₁,True,True,高活性-高敏感
68,C=CC(C)N1CCNCC1,23.04352,20.81803,4.576245618,0.4661,15.27,140.1313485,0.338969553,0.02478369,2.304451696,105.8252188,9,9,normal,23.0833094,20.8197261,5.0,0.0,0.8548359854495615,0.4395006203548501,False,0.11548453622668847,0.09242434885035769,0.16929164010479364,5,0.4576245617999542,R₁₀,False,False,普通活性-低敏感
69,C=CC(C(=O)O)c1ccccc1,10.870958,3.756806,4.471388317,2.0408,37.3,162.0680796,0.794897833,0.314348497,2.952406953,277.1498705,0,0,hotspot,7.099879520207254,5.635156638341969,5.0,0.0,0.3565704908650584,0.2858266799394996,False,0.18127668080977583,0.1582297942676172,0.23505274940814597,5,0.4471388316999553,R₁,False,False,普通活性-低敏感
70,CCN1CCNCC1OC,23.10166,12.060126,3.805983456,-0.116,24.5,144.1262631,0.487355983,0.122335538,2.340034232,85.60689651,6,6,normal,23.1524854,12.0101643,5.0,0.0,0.2522624746172689,0.2279180806251654,False,0.1857601341811868,0.1288316237064649,0.3185933252888713,5,0.3805983455999619,R₇,False,False,普通活性-低敏感
71,CCN1CCNC(N)C1,21.62222,6.397425,3.09432393,-0.8037,41.29,129.1265975,0.382592319,0.067761097,2.231651619,84.37215812,4,4,normal,21.6607071,6.436665240000001,9.0,0.4999999999999375,0.6104336768625427,0.4569030602587316,False,0.19890390533383004,0.1482240290239247,0.3171569500569425,9,0.30943239299996905,R₅,False,False,普通活性-低敏感
72,CC(C)c1ccccc1O,2.7053506,4.7150145,4.601531203,2.5156,20.23,136.088815,0.626189476,0.118524207,3.031327899,215.7231805,0,0,hotspot,7.099879520207254,5.635156638341969,9.0,0.4999999999999375,0.3107598512768623,0.4272892035030216,False,0.2590242359798022,0.17042175391093706,0.465763360807154,9,0.46015312029995403,R₁,False,False,普通活性-低敏感
