id_min,id_max,Source,Target,Tanimoto_Similarity,activity_i_raw,activity_j_raw,activity_i_norm,activity_j_norm,delta_activity_norm,cliff_strength_raw,region_pair,cliff_strength_norm,is_cliff_moderate,is_cliff_strong
5,296,5,296,0.523809524,6.435432135,4.581633418,0.6435432134999356,0.45816334179995416,0.18537987169998144,0.09710374235434835,R₂,0.18142762804070192,False,False
5,217,5,217,0.523809524,6.435432135,6.762096203,0.6435432134999356,0.6762096202999324,0.03266640679999677,0.017110974996696674,R₂,0.031846231455965525,False,False
5,184,5,184,0.47826087,6.435432135,4.398405743,0.6435432134999356,0.439840574299956,0.2037026391999796,0.09742300144507836,R₂,0.18202462227207103,False,False
6,322,6,322,0.625,4.802795444,5.35790144,0.48027954439995196,0.5357901439999464,0.05551059959999444,0.03469412474999652,R₃,0.06472560522106846,False,False
6,277,6,277,0.625,4.802795444,3.998300355,0.48027954439995196,0.39983003549996,0.08044950889999197,0.05028094306249498,R₃,0.09387196592980378,False,False
6,106,6,106,0.625,4.802795444,4.592707207,0.48027954439995196,0.45927072069995406,0.021008823699997903,0.01313051481249869,R₃,0.02440302361268394,False,False
6,22,6,22,0.625,4.802795444,4.17587621,0.48027954439995196,0.4175876209999583,0.06269192339999369,0.039182452124996055,R₃,0.0731184924689893,False,False
6,196,6,196,0.617647059,4.802795444,8.494602903,0.48027954439995196,0.8494602902999151,0.36918074589996314,0.22802340194453857,R₃,0.4262390799853722,True,True
7,276,7,276,0.617647059,4.426375328,6.325376145,0.4426375327999557,0.6325376144999367,0.18990008169998102,0.11729122696585301,R₄,0.21917694265336726,False,False
7,253,7,253,0.617647059,4.426375328,3.860561815,0.4426375327999557,0.3860561814999614,0.05658135129999431,0.034947305224687315,R₄,0.06519903663547261,False,False
7,60,7,60,0.617647059,4.426375328,4.179711557,0.4426375327999557,0.4179711556999582,0.024666377099997527,0.015235115271998423,R₄,0.028338492860513823,False,False
7,120,7,120,0.617647059,4.426375328,7.217553802,0.4426375327999557,0.7217553801999278,0.2791178473999721,0.17239631756100357,R₄,0.32221996369672656,True,False
7,123,7,123,0.617647059,4.426375328,6.724378872,0.4426375327999557,0.6724378871999327,0.22980035439997698,0.1419355130523035,R₄,0.26526019308228793,True,False
8,122,8,122,0.727272727,3.870656268,6.480025097,0.38706562679996126,0.6480025096999352,0.26093688289997397,0.18977227840154373,R₃,0.3547119073484431,True,False
8,277,8,277,0.617647059,3.870656268,3.998300355,0.38706562679996126,0.39983003549996,0.01276440869999873,0.00788389949342823,R₃,0.014592186049575654,False,False
8,322,8,322,0.571428571,3.870656268,5.35790144,0.38706562679996126,0.5357901439999464,0.14872451719998514,0.08498543833625243,R₃,0.15876716886242823,False,False
8,106,8,106,0.571428571,3.870656268,4.592707207,0.38706562679996126,0.45927072069995406,0.0722050938999928,0.041260053626193706,R₃,0.07700347537883438,False,False
8,22,8,22,0.571428571,3.870656268,4.17587621,0.38706562679996126,0.4175876209999583,0.030521994199997016,0.017441139529774583,R₃,0.03246361817218865,False,False
9,296,9,296,0.6,3.525138268,4.581633418,0.35251382679996474,0.45816334179995416,0.10564951499998942,0.06338970899999365,R₂,0.11838452601747412,False,False
9,136,9,136,0.578947368,3.525138268,5.33336902,0.35251382679996474,0.5333369019999467,0.18082307519998192,0.10468704346069561,R₂,0.19560791968054977,False,False
9,217,9,217,0.523809524,3.525138268,6.762096203,0.35251382679996474,0.6762096202999324,0.32369579349996763,0.16955493951402034,R₂,0.3169067671349338,True,False
9,129,9,129,0.47826087,3.525138268,3.916280699,0.35251382679996474,0.39162806989996085,0.039114243099996115,0.01870681193439564,R₂,0.03483034521709154,False,False
10,282,10,282,0.64,5.671885784,1.904285794,0.5671885783999432,0.19042857939998095,0.37675999899996226,0.24112639935997585,R₁,0.45074085330300473,True,True
10,205,10,205,0.583333333,5.671885784,5.680705599,0.5671885783999432,0.5680705598999433,0.000881981500000073,0.0005144892080393821,R₁,0.0008118566659724231,False,False
10,132,10,132,0.583333333,5.671885784,7.183120917,0.5671885783999432,0.7183120916999282,0.15112351329998497,0.08815538270795006,R₁,0.16469476359226726,False,False
10,76,10,76,0.56,5.671885784,7.080023087,0.5671885783999432,0.7080023086999292,0.140813730299986,0.07885568896799217,R₁,0.14730492669346704,False,False
10,50,10,50,0.56,5.671885784,3.095879083,0.5671885783999432,0.309587908299969,0.25760067009997417,0.14425637525598556,R₁,0.2696000580622721,True,False
11,239,11,239,0.571428571,7.040233483,5.080993702,0.7040233482999295,0.5080993701999492,0.1959239780999803,0.11195655883030704,R₁,0.20920145191351947,False,False
11,261,11,261,0.555555556,7.040233483,6.514400802,0.7040233482999295,0.6514400801999348,0.052583268099994696,0.029212926745589615,R₁,0.05447611292896025,False,False
11,226,11,226,0.538461538,7.040233483,3.794130063,0.7040233482999295,0.37941300629996205,0.32461034199996747,0.17479018400400848,R₁,0.32669634196953995,True,False
11,250,11,250,0.5,7.040233483,3.76620492,0.7040233482999295,0.37662049199996234,0.3274028562999672,0.1637014281499836,R₁,0.3059610724967861,True,False
11,65,11,65,0.483870968,7.040233483,4.444907192,0.7040233482999295,0.44449071919995553,0.259532629099974,0.1255803044701894,R₁,0.23467699135094688,False,False
12,78,12,78,0.575757576,6.100262351,5.507909594,0.6100262350999389,0.5507909593999449,0.05923527569999398,0.03410515875072024,R₃,0.06362427619317298,False,False
12,223,12,223,0.575757576,6.100262351,6.621097573,0.6100262350999389,0.6621097572999338,0.0520835221999949,0.02998748249141125,R₃,0.05592448300065336,False,False
12,92,12,92,0.575757576,6.100262351,7.050724185,0.6100262350999389,0.7050724184999295,0.0950461833999906,0.054723560162430025,R₃,0.10217937786528983,False,False
12,181,12,181,0.575757576,6.100262351,3.828807254,0.6100262350999389,0.3828807253999617,0.2271455096999772,0.13078074806414336,R₃,0.2444014907193185,False,False
12,114,12,114,0.575757576,6.100262351,4.665639194,0.6100262350999389,0.4665639193999533,0.14346231569998563,0.08259951513477047,R₃,0.15430564394698276,False,False
13,208,13,208,0.548387097,3.39023531,6.797522325,0.33902353099996607,0.679752232499932,0.3407287014999659,0.18685122348014585,R₁,0.3492497200898144,True,False
13,50,13,50,0.5,3.39023531,3.095879083,0.33902353099996607,0.309587908299969,0.029435622699997055,0.014717811349998527,R₁,0.027371167367628443,False,False
13,26,13,26,0.470588235,3.39023531,5.543261367,0.33902353099996607,0.5543261366999446,0.2153026056999785,0.10131887320725383,R₁,0.1893096551363016,False,False
13,267,13,267,0.46875,3.39023531,6.058085449,0.33902353099996607,0.6058085448999394,0.26678501389997333,0.1250554752656125,R₁,0.2336955940573882,False,False
13,282,13,282,0.46875,3.39023531,1.904285794,0.33902353099996607,0.19042857939998095,0.14859495159998512,0.06965388356249302,R₁,0.1300981347656231,False,False
14,43,14,43,0.615384615,3.747389311,5.235499927,0.37473893109996254,0.5235499926999476,0.14881106159998508,0.0915760378504481,R₁,0.1710911715470256,False,False
14,256,14,256,0.5,3.747389311,4.926914912,0.37473893109996254,0.4926914911999507,0.11795256009998817,0.058976280049994084,R₁,0.11013169406934557,False,False
14,298,14,298,0.458333333,3.747389311,3.370347678,0.37473893109996254,0.3370347677999663,0.03770416329999626,0.017281074833263566,R₁,0.03216430735148681,False,False
14,59,14,59,0.458333333,3.747389311,2.570525704,0.37473893109996254,0.2570525703999743,0.11768636069998822,0.05393958194826581,R₁,0.10071338837598542,False,False
14,74,14,74,0.458333333,3.747389311,6.610258504,0.37473893109996254,0.6610258503999339,0.28628691929997135,0.1312148379170579,R₁,0.245213211185894,False,False
15,231,15,231,0.5,6.219315557,2.338607345,0.6219315556999377,0.2338607344999766,0.38807082119996117,0.19403541059998058,R₁,0.3626836939128011,True,False
15,283,15,283,0.464285714,6.219315557,3.758597252,0.6219315556999377,0.3758597251999624,0.24607183049997533,0.11424763551896802,R₁,0.21348561987135994,False,False
15,280,15,280,0.458333333,6.219315557,6.606390996,0.6219315556999377,0.6606390995999339,0.0387075438999962,0.017740957607929077,R₁,0.03302425894426229,False,False
15,169,15,169,0.458333333,6.219315557,3.458716394,0.6219315556999377,0.3458716393999654,0.27605991629997234,0.12652746154546735,R₁,0.2364481149510562,False,False
15,160,15,160,0.458333333,6.219315557,2.736009672,0.6219315556999377,0.2736009671999726,0.3483305884999651,0.1596515196130405,R₁,0.2983880006428287,True,False
16,67,16,67,0.55,7.04303363,8.599205097,0.7043033629999296,0.8599205096999141,0.1556171466999845,0.08558943068499147,R₁,0.15989659620986502,False,False
16,47,16,47,0.523809524,7.04303363,4.375651302,0.7043033629999296,0.4375651301999562,0.2667382327999734,0.13972002675555525,R₁,0.2611173743584368,True,False
16,201,16,201,0.523809524,7.04303363,4.554140764,0.7043033629999296,0.4554140763999544,0.24888928659997517,0.13037057874263258,R₁,0.24363450012786314,False,False
16,265,16,265,0.52173913,7.04303363,6.615101097,0.7043033629999296,0.6615101096999338,0.042793253299995726,0.022326914746609403,R₁,0.041599707652200106,False,False
17,32,17,32,0.5,5.838750569,5.150112625,0.5838750568999416,0.5150112624999486,0.06886379439999302,0.03443189719999651,R₁,0.06423525635019339,False,False
17,175,17,175,0.47826087,5.838750569,4.135735908,0.5838750568999416,0.41357359079995865,0.17030146609998292,0.08144852733925334,R₁,0.15215336984030411,False,False
17,158,17,158,0.454545455,5.838750569,5.153178525,0.5838750568999416,0.5153178524999485,0.06855720439999302,0.03116236566752283,R₁,0.05812143995203543,False,False
17,309,17,309,0.44,5.838750569,6.254924691,0.5838750568999416,0.6254924690999375,0.04161741219999593,0.018311661367998208,R₁,0.03409143874422623,False,False
18,320,18,320,0.666666667,2.469854016,5.098120403,0.2469854015999753,0.5098120402999491,0.2628266386999738,0.17521775922092475,R₁,0.3274958804803831,True,False
18,265,18,265,0.555555556,2.469854016,6.615101097,0.2469854015999753,0.6615101096999338,0.41452470809995856,0.23029150468421017,R₁,0.43048028811711325,True,True
18,79,18,79,0.535714286,2.469854016,5.007991608,0.2469854015999753,0.5007991607999499,0.2538137591999746,0.13597165678679035,R₁,0.2541081604836713,False,False
18,149,18,149,0.535714286,2.469854016,5.12220919,0.2469854015999753,0.5122209189999488,0.26523551739997353,0.1420904558257674,R₁,0.2655499262320591,True,False
18,299,18,299,0.5,2.469854016,4.93079837,0.2469854015999753,0.49307983699995067,0.24609443539997536,0.12304721769998768,R₁,0.2299402799047358,False,False
19,63,19,63,0.590909091,2.869477425,7.083768157,0.2869477424999713,0.7083768156999292,0.42142907319995787,0.24902627056555957,R₁,0.46551311093084047,True,True
19,148,19,148,0.590909091,2.869477425,4.226219037,0.2869477424999713,0.4226219036999577,0.13567416119998643,0.08017109526687145,R₁,0.14976465296325592,False,False
19,225,19,225,0.565217391,2.869477425,7.122262926,0.2869477424999713,0.7122262925999288,0.42527855009995746,0.24037483253576075,R₁,0.4493354710552546,True,True
19,170,19,170,0.565217391,2.869477425,2.416938977,0.2869477424999713,0.24169389769997585,0.045253844799995446,0.025578260090572343,R₁,0.04767951703240073,False,False
19,20,19,20,0.565217391,2.869477425,6.758805223,0.2869477424999713,0.6758805222999325,0.38893277979996116,0.21983157107291154,R₁,0.4109208763172162,True,True
20,63,20,63,0.541666667,6.758805223,7.083768157,0.6758805222999325,0.7083768156999292,0.03249629339999671,0.017602158935830316,R₁,0.032764714239128974,False,False
20,148,20,148,0.541666667,6.758805223,4.226219037,0.6758805222999325,0.4226219036999577,0.2532586185999747,0.1371817518260725,R₁,0.2563709613837426,True,False
20,170,20,170,0.52,6.758805223,2.416938977,0.6758805222999325,0.24169389769997585,0.4341866245999566,0.22577704479197744,R₁,0.42203853472100006,True,True
20,225,20,225,0.52,6.758805223,7.122262926,0.6758805222999325,0.7122262925999288,0.036345770299996305,0.01889980055599808,R₁,0.03519122168752527,False,False
21,79,21,79,0.538461538,8.217643063,5.007991608,0.8217643062999179,0.5007991607999499,0.320965145499968,0.17282738589030655,R₁,0.32302603410597114,True,False
21,149,21,149,0.538461538,8.217643063,5.12220919,0.8217643062999179,0.5122209189999488,0.3095433872999691,0.16667720840327102,R₁,0.3115255926517878,True,False
21,194,21,194,0.538461538,8.217643063,6.85722538,0.8217643062999179,0.6857225379999314,0.1360417682999865,0.07325325979105037,R₁,0.13682873980512997,False,False
21,310,21,310,0.538461538,8.217643063,5.464925459,0.8217643062999179,0.5464925458999453,0.2752717603999726,0.14822325547293672,R₁,0.277017872228932,True,False
21,309,21,309,0.5,8.217643063,6.254924691,0.8217643062999179,0.6254924690999375,0.19627183719998043,0.09813591859999021,R₁,0.1833577320919144,False,False
22,322,22,322,0.625,4.17587621,5.35790144,0.4175876209999583,0.5357901439999464,0.11820252299998812,0.07387657687499258,R₃,0.13799430318055783,False,False
22,106,22,106,0.625,4.17587621,4.592707207,0.4175876209999583,0.45927072069995406,0.041683099699995785,0.026051937312497365,R₃,0.04856526336580528,False,False
22,277,22,277,0.625,4.17587621,3.998300355,0.4175876209999583,0.39983003549996,0.017757585499998285,0.011098490937498928,R₃,0.02060326797031439,False,False
22,122,22,122,0.588235294,4.17587621,6.480025097,0.4175876209999583,0.6480025096999352,0.23041488869997695,0.1355381697964082,R₃,0.2532975673317584,False,False
23,238,23,238,0.576923077,5.940680336,4.253738468,0.5940680335999405,0.42537384679995743,0.1686941867999831,0.09732356932065904,R₁,0.18183869051189663,False,False
23,113,23,113,0.5625,5.940680336,4.278723397,0.5940680335999405,0.42787233969995725,0.1661956938999833,0.0934850778187406,R₁,0.174660955091537,False,False
23,233,23,233,0.516129032,5.940680336,7.476613201,0.5940680335999405,0.7476613200999253,0.15359328649998472,0.07927395428293578,R₁,0.1480870562786643,False,False
23,263,23,263,0.458333333,5.940680336,4.810172691,0.5940680335999405,0.4810172690999519,0.11305076449998863,0.05181493369147787,R₁,0.09674043101996932,False,False
23,171,23,171,0.433333333,5.940680336,7.351060641,0.5940680335999405,0.7351060640999265,0.14103803049998598,0.06111647983631458,R₁,0.11413373179829224,False,False
24,48,24,48,0.55,5.544471526,4.558144803,0.5544471525999445,0.4558144802999544,0.09863267229999007,0.05424796976499454,R₁,0.10129005401513946,False,False
24,298,24,298,0.523809524,5.544471526,3.370347678,0.5544471525999445,0.3370347677999663,0.2174123847999782,0.11388267779378143,R₁,0.21280317209475388,False,False
24,151,24,151,0.523809524,5.544471526,4.4316667,0.5544471525999445,0.4431666699999557,0.1112804825999888,0.05828977662119041,R₁,0.10884797624043813,False,False
24,220,24,220,0.5,5.544471526,5.762825965,0.5544471525999445,0.5762825964999424,0.02183544389999792,0.01091772194999896,R₁,0.020265241439883726,False,False
24,35,24,35,0.5,5.544471526,6.917915167,0.5544471525999445,0.6917915166999309,0.1373443640999864,0.0686721820499932,R₁,0.12826241526097687,False,False
25,150,25,150,0.714285714,0.0,0.996493466,0.0,0.09964934659999003,0.09964934659999003,0.07117810468580735,R₅,0.13294833150040958,False,False
25,77,25,77,0.6,0.0,3.377222551,0.0,0.33772225509996623,0.33772225509996623,0.20263335305997973,R₅,0.37876130046905,True,True
25,71,25,71,0.548387097,0.0,3.09432393,0.0,0.30943239299996905,0.30943239299996905,0.16968873171501614,R₅,0.3171569500569425,True,False
25,230,25,230,0.548387097,0.0,0.295161102,0.0,0.02951611019999705,0.02951611019999705,0.01618625398730847,R₅,0.030117061874707075,False,False
25,130,25,130,0.548387097,0.0,1.70189526,0.0,0.17018952599998297,0.17018952599998297,0.09332974010293668,R₅,0.1743704834246631,False,False
19,26,19,26,0.518518519,2.869477425,5.543261367,0.2869477424999713,0.5543261366999446,0.2673783941999733,0.13864064897316833,R₁,0.25909900643012024,True,False
26,148,26,148,0.5,5.543261367,4.226219037,0.5543261366999446,0.4226219036999577,0.13170423299998685,0.06585211649999342,R₁,0.12298907171551043,False,False
26,166,26,166,0.483870968,5.543261367,4.897788528,0.5543261366999446,0.48977885279995104,0.06454728389999353,0.03123255674246069,R₁,0.058252692806059665,False,False
26,238,26,238,0.448275862,5.543261367,4.253738468,0.5543261366999446,0.42537384679995743,0.12895228989998714,0.05780619891179063,R₁,0.10794371662399234,False,False
27,264,27,264,0.416666667,4.68813276,4.769194973,0.46881327599995315,0.4769194972999523,0.008106221299999161,0.0033775922110350575,R₁,0.006165677516290588,False,False
27,258,27,258,0.409090909,4.68813276,6.226154004,0.46881327599995315,0.6226154003999377,0.15380212439998453,0.06291905087692075,R₁,0.1175044252072543,False,False
27,100,27,100,0.409090909,4.68813276,3.909733155,0.46881327599995315,0.3909733154999609,0.07783996049999226,0.03184362019746593,R₁,0.059395342673302126,False,False
27,179,27,179,0.4,4.68813276,5.103970944,0.46881327599995315,0.510397094399949,0.04158381839999581,0.016633527359998325,R₁,0.030953434686301202,False,False
27,198,27,198,0.4,4.68813276,6.379861732,0.46881327599995315,0.6379861731999362,0.16917289719998307,0.06766915887999324,R₁,0.12638682561041964,False,False
12,28,12,28,0.571428571,6.100262351,5.633755141,0.6100262350999389,0.5633755140999437,0.04665072099999523,0.026657554837146966,R₃,0.04969772968901985,False,False
28,78,28,78,0.558823529,5.633755141,5.507909594,0.5633755140999437,0.5507909593999449,0.012584554699998751,0.007032545268346838,R₃,0.013000207697250162,False,False
28,223,28,223,0.558823529,5.633755141,6.621097573,0.5633755140999437,0.6621097572999338,0.09873424319999013,0.05517501821816274,R₃,0.10302357576850775,False,False
28,181,28,181,0.558823529,5.633755141,3.828807254,0.5633755140999437,0.3828807253999617,0.18049478869998198,0.10086473478743326,R₃,0.18846044512240342,False,False
28,92,28,92,0.558823529,5.633755141,7.050724185,0.5633755140999437,0.7050724184999295,0.14169690439998583,0.0791835641651757,R₃,0.14791803249690716,False,False
29,172,29,172,0.615384615,4.953814713,1.946565265,0.49538147129995047,0.19465652649998053,0.3007249447999699,0.18506150437662572,R₁,0.3459030589872927,True,False
29,154,29,154,0.5625,4.953814713,6.256924911,0.49538147129995047,0.6256924910999374,0.13031101979998694,0.07329994863749265,R₁,0.13691604498391619,False,False
29,304,29,304,0.535714286,4.953814713,1.941937278,0.49538147129995047,0.19419372779998056,0.3011877434999699,0.16135057696103752,R₁,0.3015651300182215,True,False
29,297,29,297,0.5,4.953814713,0.91924935,0.49538147129995047,0.0919249349999908,0.4034565362999597,0.20172826814997985,R₁,0.3770688491470418,True,True
29,175,29,175,0.482758621,4.953814713,4.135735908,0.49538147129995047,0.41357359079995865,0.08180788049999183,0.03949345957710884,R₁,0.0737000566600029,False,False
30,145,30,145,0.565217391,4.273086187,5.902789673,0.42730861869995723,0.590278967299941,0.16297034859998377,0.09211367524604333,R₁,0.17209651934465525,False,False
30,261,30,261,0.541666667,4.273086187,6.514400802,0.42730861869995723,0.6514400801999348,0.2241314614999776,0.12140454172053168,R₁,0.22686858010912017,False,False
30,279,30,279,0.52173913,4.273086187,4.61027869,0.42730861869995723,0.4610278689999539,0.03371925029999667,0.017592652315772506,R₁,0.03274693746315259,False,False
30,180,30,180,0.52173913,4.273086187,4.714396887,0.42730861869995723,0.4714396886999529,0.044131069999995665,0.023024906067766842,R₁,0.04290490711049549,False,False
30,209,30,209,0.5,4.273086187,4.023131557,0.42730861869995723,0.4023131556999598,0.024995462999997442,0.012497731499998721,R₁,0.023219758990820513,False,False
31,191,31,191,0.434782609,3.462086743,5.063669454,0.3462086742999654,0.5063669453999494,0.16015827109998404,0.06963403096178036,R₆,0.13006101166264103,False,False
31,266,31,266,0.391304348,3.462086743,4.623211681,0.3462086742999654,0.46232116809995377,0.11611249379998839,0.0454353236810585,R₆,0.0848109653126773,False,False
31,271,31,271,0.375,3.462086743,5.349530813,0.3462086742999654,0.5349530812999466,0.18874440699998118,0.07077915262499294,R₆,0.132202316474324,False,False
31,187,31,187,0.375,3.462086743,5.398369813,0.3462086742999654,0.5398369812999461,0.19362830699998068,0.07261061512499276,R₆,0.13562703507816587,False,False
31,87,31,87,0.375,3.462086743,3.852295473,0.3462086742999654,0.38522954729996145,0.03902087299999607,0.014632827374998526,R₆,0.027212252729621404,False,False
32,175,32,175,0.5,5.150112625,4.135735908,0.5150112624999486,0.41357359079995865,0.1014376716999899,0.05071883584999495,R₁,0.09469079764262316,False,False
32,35,32,35,0.5,5.150112625,6.917915167,0.5150112624999486,0.6917915166999309,0.17678025419998233,0.08839012709999117,R₁,0.16513372070253887,False,False
32,158,32,158,0.47826087,5.150112625,5.153178525,0.5150112624999486,0.5153178524999485,0.0003065899999999955,0.00014663000013329783,R₁,0.00012398330088270277,False,False
33,194,33,194,0.409090909,3.970139821,6.85722538,0.3970139820999603,0.6857225379999314,0.28870855589997113,0.1181080455691965,R₁,0.22070434158555122,False,False
0,33,0,33,0.4,1.656789972,3.970139821,0.16567899719998344,0.3970139820999603,0.23133498489997686,0.09253399395999075,R₁,0.17288248865562875,False,False
33,101,33,101,0.4,3.970139821,8.405303476,0.3970139820999603,0.840530347599916,0.44351636549995566,0.17740654619998228,R₁,0.3315887731751699,True,False
33,198,33,198,0.388888889,3.970139821,6.379861732,0.3970139820999603,0.6379861731999362,0.24097219109997592,0.09371140767676532,R₁,0.17508417755739816,False,False
33,231,33,231,0.388888889,3.970139821,2.338607345,0.3970139820999603,0.2338607344999766,0.1631532475999837,0.06344848519589959,R₁,0.11849443377238703,False,False
34,252,34,252,0.375,5.064790097,3.525223562,0.5064790096999494,0.35252235619996475,0.15395665349998466,0.05773374506249425,R₆,0.10780823252557084,False,False
34,234,34,234,0.375,5.064790097,3.180084069,0.5064790096999494,0.3180084068999682,0.18847060279998123,0.07067647604999297,R₆,0.13201031779753905,False,False
34,135,34,135,0.375,5.064790097,4.474678915,0.5064790096999494,0.44746789149995525,0.05901111819999416,0.02212916932499781,R₆,0.04122993626773668,False,False
34,313,34,313,0.375,5.064790097,3.437383915,0.5064790096999494,0.3437383914999656,0.1627406181999838,0.06102773182499393,R₆,0.11396777865132698,False,False
34,195,34,195,0.315789474,5.064790097,2.931503,0.5064790096999494,0.2931502999999707,0.2133287096999787,0.06736696102525497,R₆,0.12582173480721542,False,False
35,73,35,73,0.615384615,6.917915167,3.087572755,0.6917915166999309,0.3087572754999691,0.38303424119996177,0.2357133790526556,R₁,0.44061884897615916,True,True
35,317,35,317,0.615384615,6.917915167,4.738903381,0.6917915166999309,0.4738903380999526,0.21790117859997826,0.13409303290079386,R₁,0.2505952530820758,False,False
35,116,35,116,0.615384615,6.917915167,4.548370917,0.6917915166999309,0.4548370916999545,0.23695442499997638,0.14581810760115682,R₁,0.2725203984005155,True,False
35,42,35,42,0.583333333,6.917915167,2.528112479,0.6917915166999309,0.2528112478999747,0.43898026879995616,0.25607182332031436,R₁,0.4786878472923879,True,True
35,48,35,48,0.533333333,6.917915167,4.558144803,0.6917915166999309,0.4558144802999544,0.23597703639997647,0.12585441933466177,R₁,0.23518956874521416,False,False
36,279,36,279,0.52173913,5.751322141,4.61027869,0.5751322140999425,0.4610278689999539,0.11410434509998862,0.059532701741687837,R₁,0.1111721673081506,False,False
36,264,36,264,0.52,5.751322141,4.769194973,0.5751322140999425,0.4769194972999523,0.09821271679999022,0.05107061273599491,R₁,0.09534859808674132,False,False
36,301,36,301,0.5,5.751322141,2.572778832,0.5751322140999425,0.25727788319997424,0.3178543308999683,0.15892716544998414,R₁,0.29703350434383835,True,False
36,145,36,145,0.5,5.751322141,5.902789673,0.5751322140999425,0.590278967299941,0.015146753199998475,0.0075733765999992375,R₁,0.014011527952538348,False,False
